2026-03-28 21:08:11,270 | pddl_planner.planner | DEBUG | Building SSA for predicate: the agent is holding any objects
2026-03-28 21:08:39,853 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:39,854 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:39,854 | pddl_planner.llm | DEBUG | Substitution: {orange: red, red: orange} between "is on top of(orange, red)" and "block  is directly above block(red, orange)"
2026-03-28 21:08:39,854 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, red]
2026-03-28 21:08:39,854 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, red]
2026-03-28 21:08:39,854 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:39,854 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:39,854 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:39,855 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:39,855 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V46: orange} between "is on top of(orange, red)" and "block  is directly above block(?V46, orange)"
2026-03-28 21:08:39,855 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V46]
2026-03-28 21:08:39,855 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V46]
2026-03-28 21:08:39,855 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:39,855 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:39,855 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:39,857 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:39,857 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V46: orange} between "is on top of(orange, red)" and "block  is directly above block(?V46, orange)"
2026-03-28 21:08:39,857 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V46]
2026-03-28 21:08:39,857 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V46]
2026-03-28 21:08:39,857 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:39,857 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:39,857 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:39,857 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:39,857 | pddl_planner.llm | DEBUG | Substitution: {?V82: orange} between "is on top of(orange, red)" and "block  is directly above block(?V82, red)"
2026-03-28 21:08:39,857 | pddl_planner.llm | DEBUG | Permutation: (orange,) for keys [?V82]
2026-03-28 21:08:39,857 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:39,858 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:39,858 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:39,859 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:39,859 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V46: orange} between "is on top of(orange, red)" and "block  is directly above block(?V46, orange)"
2026-03-28 21:08:39,859 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V46]
2026-03-28 21:08:39,859 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V46]
2026-03-28 21:08:39,859 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:39,859 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:39,860 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:39,861 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:39,861 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V46: orange} between "is on top of(orange, red)" and "block  is directly above block(?V46, orange)"
2026-03-28 21:08:39,861 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V46]
2026-03-28 21:08:39,861 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V46]
2026-03-28 21:08:39,861 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:39,861 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:39,861 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:39,865 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:39,865 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V46: orange} between "is on top of(orange, red)" and "block  is directly above block(?V46, orange)"
2026-03-28 21:08:39,865 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V46]
2026-03-28 21:08:39,865 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V46]
2026-03-28 21:08:39,865 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:39,865 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:39,865 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:39,866 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:39,866 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V46: orange} between "is on top of(orange, red)" and "block  is directly above block(?V46, orange)"
2026-03-28 21:08:39,866 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V46]
2026-03-28 21:08:39,866 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V46]
2026-03-28 21:08:39,866 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:39,866 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:39,866 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:39,866 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:39,867 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V46: orange} between "is on top of(orange, red)" and "block  is directly above block(?V46, orange)"
2026-03-28 21:08:39,867 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V46]
2026-03-28 21:08:39,867 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V46]
2026-03-28 21:08:39,867 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:39,867 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:39,867 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:39,867 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:39,868 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V46: orange} between "is on top of(orange, red)" and "block  is directly above block(?V46, orange)"
2026-03-28 21:08:39,868 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V46]
2026-03-28 21:08:39,868 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V46]
2026-03-28 21:08:39,868 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:39,868 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:39,868 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:39,868 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:39,868 | pddl_planner.llm | DEBUG | Substitution: {orange: red, ?V46: orange} between "is on top of(orange, red)" and "block  is directly above block(?V46, orange)"
2026-03-28 21:08:39,868 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [orange, ?V46]
2026-03-28 21:08:39,868 | pddl_planner.llm | DEBUG | Permutation: (red, orange) for keys [orange, ?V46]
2026-03-28 21:08:39,868 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:39,869 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:39,869 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:39,875 | pddl_planner.planner | INFO | Depth 3/4 [###############-----] | 28.55s elapsed | 16 nodes in frontier
2026-03-28 21:08:39,875 | pddl_planner.planner | INFO | Predicate "orange is on top of ?V53" (name="is on top of") not in domain — attempting LLM entailment
2026-03-28 21:08:39,875 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of ?V53"
2026-03-28 21:08:39,876 | pddl_planner.llm | DEBUG | Substitution: {?b2: ?V53, ?b1: orange} between "is on top of(orange, ?V53)" and "block  is directly above block(?b1, ?b2)"
2026-03-28 21:08:39,876 | pddl_planner.llm | DEBUG | Trying 2 substitution permutations for keys [?b2, ?b1]
2026-03-28 21:08:39,876 | pddl_planner.llm | DEBUG | Permutation: (?V53, orange) for keys [?b2, ?b1]
2026-03-28 21:08:39,876 | pddl_planner.llm | DEBUG | Querying LLM for 5 additional samples
2026-03-28 21:08:40,513 | pddl_planner.llm | DEBUG | API call completed in 0.637s (model=gpt-5.4-mini)
2026-03-28 21:08:41,187 | pddl_planner.llm | DEBUG | API call completed in 0.673s (model=gpt-5.4-mini)
2026-03-28 21:08:41,666 | pddl_planner.llm | DEBUG | API call completed in 0.478s (model=gpt-5.4-mini)
2026-03-28 21:08:42,336 | pddl_planner.llm | DEBUG | API call completed in 0.668s (model=gpt-5.4-mini)
2026-03-28 21:08:42,967 | pddl_planner.llm | DEBUG | API call completed in 0.631s (model=gpt-5.4-mini)
2026-03-28 21:08:42,968 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of ?V53" entailed by "block orange is directly above block ?V53"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:42,968 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, ?V53)" -> "block  is directly above block"
2026-03-28 21:08:42,977 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:42,977 | pddl_planner.llm | DEBUG | Substitution: {?V53: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V53)"
2026-03-28 21:08:42,977 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V53]
2026-03-28 21:08:42,978 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:42,978 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:42,978 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:42,979 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:42,979 | pddl_planner.llm | DEBUG | Substitution: {?V53: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V53)"
2026-03-28 21:08:42,979 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V53]
2026-03-28 21:08:42,979 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:42,979 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:42,979 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:42,980 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:42,981 | pddl_planner.llm | DEBUG | Substitution: {?V53: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V53)"
2026-03-28 21:08:42,981 | pddl_planner.llm | DEBUG | Permutation: (red,) for keys [?V53]
2026-03-28 21:08:42,981 | pddl_planner.llm | DEBUG | Cache hit: 5/5 samples for "orange is on top of red" vs "block orange is directly above block red"
2026-03-28 21:08:42,981 | pddl_planner.llm | INFO | Entailment vote: "orange is on top of red" entailed by "block orange is directly above block red"? 5/5 yes ([True, True, True, True, True])
2026-03-28 21:08:42,981 | pddl_planner.llm | INFO | Entailment found: "is on top of(orange, red)" -> "block  is directly above block"
2026-03-28 21:08:42,982 | pddl_planner.llm | INFO | Checking entailment for "orange is on top of red"
2026-03-28 21:08:42,982 | pddl_planner.llm | DEBUG | Substitution: {?V53: red} between "is on top of(orange, red)" and "block  is directly above block(orange, ?V53)"
